Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,GenBank_Title,Species_code
MT419811,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S2/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419812,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29758,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S3/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419813,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29570,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S4/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, partial cds; envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419814,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S5/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419815,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S6/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419816,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29760,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S7/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419817,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29570,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S8/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419818,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-23,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S9/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419819,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S10/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419820,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29706,complete,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-03-24,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S11/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419821,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-04-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S18/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419822,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29743,partial,"Santiago,G.A., Gonzalez-Morales,G., Flores,B., Charriez,K., Cruz-Lopez,F., Kalinich,C., Fauver,J., Falcon,J.I., Grubaugh,N., Munoz-Jordan,J.L.",,Puerto Rico,Homo sapiens,oronasopharynx,2020-04-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV2/human/USA/PR-CDC-S19/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, complete cds; ORF7a protein (ORF7a) and ORF7b (ORF7b) genes, partial cds; and ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419827,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29675,partial,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC25/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), and ORF3a protein (ORF3a) genes, complete cds; envelope protein (E), membrane glycoprotein (M), and ORF6 protein (ORF6) genes, partial cds; ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) gene, partial cds",Severe acute respiratory syndrome-related coronavirus
MT419828,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29462,partial,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-SCCPHD-UC15/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; and surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419829,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29823,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC1/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419830,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29851,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC3/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419831,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29834,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC2/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419832,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29868,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-02-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC4/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419833,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29835,partial,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC5/2020 ORF1ab polyprotein (ORF1ab), ORF1a polyprotein (ORF1ab), surface glycoprotein (S), ORF3a protein (ORF3a), envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), ORF8 protein (ORF8), nucleocapsid phosphoprotein (N), and ORF10 protein (ORF10) genes, complete cds",Severe acute respiratory syndrome-related coronavirus
MT419834,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29704,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC6/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419835,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29818,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC7/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419836,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29648,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC8/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419837,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29885,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC9/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
MT419838,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29731,partial,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC10/2020 ORF1ab polyprotein (ORF1ab) and ORF1a polyprotein (ORF1ab) genes, partial cds; surface glycoprotein (S) gene, complete cds; ORF3a protein (ORF3a) gene, partial cds; envelope protein (E), membrane glycoprotein (M), ORF6 protein (ORF6), ORF7a protein (ORF7a), ORF7b (ORF7b), and ORF8 protein (ORF8) genes, complete cds; and nucleocapsid phosphoprotein (N) and ORF10 protein (ORF10) genes, partial cds",Severe acute respiratory syndrome-related coronavirus
MT419839,2020-05-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,Coronaviridae,29851,complete,"Deng,X., Gu,W., Federman,S., du Plessis,L., Pybus,O.G., Faria,N., Wang,C., Yu,G., Bushnell,B., Pan,C.-Y., Guevara,H., Sotomayor-Gonzalez,A., Zorn,K., Gopez,A., Servellita,V., Hsu,E., Miller,S., Bedford,T., Greninger,A.L., Roychoudhury,P., Starita,L.M., Famulare,M., Chu,H.Y., Shendure,J., Jerome,K.R., Anderson,C., Gangavarapu,K., Zeller,M., Spencer,E., Andersen,K.G., MacCannell,D., Paden,C.R., Li,Y., Zhang,J., Tong,S., Armstrong,G., Morrow,S., Willis,M., Matyas,B.T., Mase,S., Kasirye,O., Park,M., Masinde,G., Chan,C., Yu,A.T., Chai,S.J., Villarino,E., Bonin,B., Wadford,D.A., Chiu,C.Y.",,USA: CA,Homo sapiens,oronasopharynx,2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CDPH-UC11/2020, complete genome",Severe acute respiratory syndrome-related coronavirus
