Accession,Release_Date,Species,Family,Length,Nuc_Completeness,Authors,Publications,Geo_Location,Host,Isolation_Source,Collection_Date,Collection_Date_code,GenBank_Title,Species_code
KF530080,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30577,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,12/18/97,1997-12-18,"Human coronavirus OC43 strain OC43/human/USA/9712-31/1997, complete genome",Betacoronavirus 1
KF530069,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30578,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,2/5/98,1998-02-05,"Human coronavirus OC43 strain OC43/human/USA/982-4/1998, complete genome",Betacoronavirus 1
KF530081,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30571,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,1/7/99,1999-01-07,"Human coronavirus OC43 strain OC43/human/USA/991-5/1999, complete genome",Betacoronavirus 1
KF530070,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30573,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,1/15/99,1999-01-15,"Human coronavirus OC43 strain OC43/human/USA/991-19/1999, complete genome",Betacoronavirus 1
FJ938064,2009-07-11T00:00:00Z,Betacoronavirus 1,Coronaviridae,30995,complete,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Vlasova,A., Hasoksuz,M., Saif,L.",,USA: Ohio,Bos taurus,,1/1/00,2000-01-01,"Bovine coronavirus E-AH187-TC, complete genome",Betacoronavirus 1
FJ938065,2009-07-11T00:00:00Z,Betacoronavirus 1,Coronaviridae,30969,complete,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Vlasova,A., Hasoksuz,M., Saif,L.",,USA: Ohio,Bos taurus,,1/1/00,2000-01-01,"Bovine respiratory coronavirus AH187, complete genome",Betacoronavirus 1
KF530068,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30572,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,7/27/00,2000-07-27,"Human coronavirus OC43 strain OC43/human/USA/007-11/2000, complete genome",Betacoronavirus 1
KF530092,2013-10-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30577,complete,"Town,C.D., Halpin,R.A., Ransier,A., Fedorova,N., Tsitrin,T., Stockwell,T., Amedeo,P., Appalla,L., Bishop,B., Edworthy,P., Gupta,N., Hoover,J., Katzel,D., Schobel,S., Shrivastava,S., Thovarai,V., Wang,S., Talbot,H.K., Wentworth,D.E., Williams,J.V.",,"USA: Nashville, TN",Homo sapiens,,8/8/00,2000-08-08,"Human coronavirus OC43 strain OC43/human/USA/008-5/2000, complete genome",Betacoronavirus 1
KY014281,2017-11-04T00:00:00Z,Betacoronavirus 1,Coronaviridae,30602,complete,"Kin,N., Leperchois,M., Diancourt,L., Caro,V., Ar Gouilh,M., Vabret,A.",,France,Homo sapiens,,2002,2002-07-15,"Human coronavirus OC43 isolate 2002-04, complete genome",Betacoronavirus 1
JN129834,2011-10-17T00:00:00Z,Betacoronavirus 1,Coronaviridae,30710,complete,"Lau,S.K., Lee,P., Tsang,A.K., Yip,C.C., Tse,H., Lee,R.A., So,L.Y., Lau,Y.L., Chan,K.H., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Tsang,A.K.L., Yip,C.C.Y., So,L.-Y., Lau,Y.-L., Chan,K.-H., Woo,P.C.Y., Yuen,K.-Y.",21849456,China: Hong Kong,Homo sapiens,,2004-11,2004-11-15,"Human coronavirus OC43 strain HK04-01, complete genome",Betacoronavirus 1
JN129835,2011-10-17T00:00:00Z,Betacoronavirus 1,Coronaviridae,30722,complete,"Lau,S.K., Lee,P., Tsang,A.K., Yip,C.C., Tse,H., Lee,R.A., So,L.Y., Lau,Y.L., Chan,K.H., Woo,P.C., Yuen,K.Y., Lau,S.K.P., Tsang,A.K.L., Yip,C.C.Y., So,L.-Y., Lau,Y.-L., Chan,K.-H., Woo,P.C.Y., Yuen,K.-Y.",21849456,China: Hong Kong,Homo sapiens,,2004-11,2004-11-15,"Human coronavirus OC43 strain HK04-02, complete genome",Betacoronavirus 1
KF923905,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30722,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2005-06,2005-06-15,"Human coronavirus OC43 isolate 229/2005, complete genome",Betacoronavirus 1
KF923889,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30719,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2006-03,2006-03-15,"Human coronavirus OC43 isolate 1926/2006, complete genome",Betacoronavirus 1
KF923899,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30722,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2006-09,2006-09-15,"Human coronavirus OC43 isolate 3582/2006, complete genome",Betacoronavirus 1
KF923900,2015-02-06T00:00:00Z,Betacoronavirus 1,Coronaviridae,30722,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2006-10,2006-10-15,"Human coronavirus OC43 isolate 3647/2006, complete genome",Betacoronavirus 1
LC494164,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30951,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2006-11,2006-11-15,"Bovine coronavirus TCG-1 RNA, complete genome",Betacoronavirus 1
LC494162,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30936,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2006-12,2006-12-15,"Bovine coronavirus TCG-3 RNA, complete genome",Betacoronavirus 1
LC494163,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30923,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2006-12,2006-12-15,"Bovine coronavirus TCG-2 RNA, complete genome",Betacoronavirus 1
KF923890,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-04,2007-04-15,"Human coronavirus OC43 isolate 39A/2007, complete genome",Betacoronavirus 1
KF923892,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-05,2007-05-15,"Human coronavirus OC43 isolate 5345/2007, complete genome",Betacoronavirus 1
KF923894,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-05,2007-05-15,"Human coronavirus OC43 isolate 5352/2007, complete genome",Betacoronavirus 1
KF923907,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-05,2007-05-15,"Human coronavirus OC43 isolate 5370/2007, complete genome",Betacoronavirus 1
KF923921,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-05,2007-05-15,"Human coronavirus OC43 isolate 69A/2007, complete genome",Betacoronavirus 1
KF923891,2015-02-06T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2007-05,2007-05-15,"Human coronavirus OC43 isolate 5240/2007, complete genome",Betacoronavirus 1
KF923901,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5472/2007, complete genome",Betacoronavirus 1
KF923908,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5414/2007, complete genome",Betacoronavirus 1
KF923909,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5442/2007, complete genome",Betacoronavirus 1
KF923910,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5445/2007, complete genome",Betacoronavirus 1
KF923911,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5479/2007, complete genome",Betacoronavirus 1
KF923912,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5484/2007, complete genome",Betacoronavirus 1
KF923913,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5485/2007, complete genome",Betacoronavirus 1
KF923914,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5508/2007, complete genome",Betacoronavirus 1
KF923915,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5517/2007, complete genome",Betacoronavirus 1
KF923916,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5519/2007, complete genome",Betacoronavirus 1
KF923917,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-06,2007-06-15,"Human coronavirus OC43 isolate 5566/2007, complete genome",Betacoronavirus 1
KY014282,2017-11-04T00:00:00Z,Betacoronavirus 1,Coronaviridae,30659,complete,"Kin,N., Leperchois,M., Diancourt,L., Caro,V., Ar Gouilh,M., Vabret,A.",,France,Homo sapiens,,2007,2007-07-15,"Human coronavirus OC43 isolate 2007-09, complete genome",Betacoronavirus 1
KF923919,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-07,2007-07-15,"Human coronavirus OC43 isolate 5595/2007, complete genome",Betacoronavirus 1
KF923920,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2007-07,2007-07-15,"Human coronavirus OC43 isolate 5617/2007, complete genome",Betacoronavirus 1
LC494160,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30954,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2007-11,2007-11-15,"Bovine coronavirus TCG-4 RNA, complete genome",Betacoronavirus 1
LC494161,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30940,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2007-12,2007-12-15,"Bovine coronavirus TCG-5 RNA, complete genome",Betacoronavirus 1
LC494172,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30952,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2007-12,2007-12-15,"Bovine coronavirus TCG-6 RNA, complete genome",Betacoronavirus 1
LC494173,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30951,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-01,2008-01-15,"Bovine coronavirus TCG-7 RNA, complete genome",Betacoronavirus 1
LC494174,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30951,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-01,2008-01-15,"Bovine coronavirus TCG-8 RNA, complete genome",Betacoronavirus 1
LC494177,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30936,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-03,2008-03-15,"Bovine coronavirus TCG-9 RNA, complete genome",Betacoronavirus 1
JX860640,2012-11-18T00:00:00Z,Betacoronavirus 1,Coronaviridae,31028,complete,"Lim,S.I., Choi,S., Lim,J.A., Jeoung,H.Y., Song,J.Y., Dela Pena,R.C., An,D.J., Pena,R.Cd.C.",23405345,South Korea,Canis lupus familiaris,lung,2008,2008-07-15,"Canine respiratory coronavirus strain K37, complete genome",Betacoronavirus 1
KY994645,2017-12-19T00:00:00Z,Betacoronavirus 1,Coronaviridae,30684,complete,"Shi,J.",,China,Sus scrofa,brain,8/21/08,2008-08-21,"Porcine hemagglutinating encephalomyelitis virus strain JL/2008, complete genome",Betacoronavirus 1
KF923923,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2008-10,2008-10-15,"Human coronavirus OC43 isolate 892A/2008, complete genome",Betacoronavirus 1
LC494165,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30926,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-12,2008-12-15,"Bovine coronavirus TCG-10 RNA, complete genome",Betacoronavirus 1
LC494166,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30934,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-12,2008-12-15,"Bovine coronavirus TCG-11 RNA, complete genome",Betacoronavirus 1
LC494167,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30942,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2008-12,2008-12-15,"Bovine coronavirus TCG-12 RNA, complete genome",Betacoronavirus 1
LC494168,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30950,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2009-01,2009-01-15,"Bovine coronavirus TCG-13 RNA, complete genome",Betacoronavirus 1
LC494169,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30945,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2009-03,2009-03-15,"Bovine coronavirus TCG-14 RNA, complete genome",Betacoronavirus 1
KF923922,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2009-03,2009-03-15,"Human coronavirus OC43 isolate 8164/2009, complete genome",Betacoronavirus 1
FJ938067,2009-07-11T00:00:00Z,Betacoronavirus 1,Coronaviridae,30953,complete,"Spiro,D., Halpin,R., Wang,S., Hostetler,J., Overton,L., Tsitrin,T., Sarmiento,M., Amedeo,P., Caler,E., Lorenzi,H., Schobel,S., Sundaram,J., Zhang,X., Vlasova,A., Zhang,X.M., Saif,L.",,,Homo sapiens,,4/17/09,2009-04-17,"Human enteric coronavirus strain 4408, complete genome",Betacoronavirus 1
LC061272,2015-08-07T00:00:00Z,Betacoronavirus 1,Coronaviridae,30782,partial,"Nemoto,M., Oue,Y., Murakami,S., Kanno,T., Bannai,H., Tsujimura,K., Yamanaka,T., Kondo,T.",26271151,"Japan: Hokkaido, Obihiro",Equus caballus,,2009,2009-07-15,"Equine coronavirus RNA, complete genome, strain: Tokachi09",Betacoronavirus 1
LC494170,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30938,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2010-01,2010-01-15,"Bovine coronavirus TCG-15 RNA, complete genome",Betacoronavirus 1
LC494171,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30936,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2010-01,2010-01-15,"Bovine coronavirus TCG-16 RNA, complete genome",Betacoronavirus 1
KP198611,2015-01-12T00:00:00Z,Betacoronavirus 1,Coronaviridae,30752,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2010-01,2010-01-15,"Human coronavirus OC43 strain 1783A/10, complete genome",Betacoronavirus 1
KF923886,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30719,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-03,2010-03-15,"Human coronavirus OC43 isolate 1908A/2010, complete genome",Betacoronavirus 1
KF923887,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30719,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-04,2010-04-15,"Human coronavirus OC43 isolate 1997A/2010, complete genome",Betacoronavirus 1
KF923918,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-05,2010-05-15,"Human coronavirus OC43 isolate 10108/2010, complete genome",Betacoronavirus 1
KP198610,2015-01-12T00:00:00Z,Betacoronavirus 1,Coronaviridae,30752,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2010-06,2010-06-15,"Human coronavirus OC43 strain 2058A/10, complete genome",Betacoronavirus 1
KF923893,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-07,2010-07-15,"Human coronavirus OC43 isolate 2151A/2010, complete genome",Betacoronavirus 1
KF923895,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30731,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-07,2010-07-15,"Human coronavirus OC43 isolate 10285/2010, complete genome",Betacoronavirus 1
KF923924,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-07,2010-07-15,"Human coronavirus OC43 isolate 10290/2010, complete genome",Betacoronavirus 1
KF923888,2015-02-06T00:00:00Z,Betacoronavirus 1,Coronaviridae,30719,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2010-07,2010-07-15,"Human coronavirus OC43 isolate 2145A/2010, complete genome",Betacoronavirus 1
KF923925,2015-08-31T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Zhang,Y., Ren,L., Wang,J.",,China: Beijing,Homo sapiens,oronasopharynx,2010-09,2010-09-15,"Human coronavirus OC43 isolate 10574/2010, complete genome",Betacoronavirus 1
LC494129,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30934,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2010-10,2010-10-15,"Bovine coronavirus IWT-1 RNA, complete genome",Betacoronavirus 1
LC494130,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30954,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2010-12,2010-12-15,"Bovine coronavirus IWT-2 RNA, complete genome",Betacoronavirus 1
KX344031,2016-09-11T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Taboada,B., Isa,P.A., Espinoza,M.A., Aponte,F., Arias-Ortiz,M., Monge-Martinez,J., Rodriguez-Vazque,R., Diaz-Hernandez,F., Zarate-Vidal,F., Wong-Chew,R.M., Firo-Reyes,V., Rio-Almendarez,C., Gaitan-Meza,J., Villasenor-Sierra,A., Martinez-Aguilar,G., Salas-Mier,M.C., Noyola,D.E., Perez-Gonzalez,L.F., Lopez,S., Santos-Preciado,J.I., Arias,C.F.",,Mexico,Homo sapiens,oronasopharynx,2/9/11,2011-02-09,"Human coronavirus OC43 isolate LRTI_238, complete genome",Betacoronavirus 1
LC494131,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30955,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2011-06,2011-06-15,"Bovine coronavirus IWT-3 RNA, complete genome",Betacoronavirus 1
LC494132,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30954,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2011-06,2011-06-15,"Bovine coronavirus IWT-4 RNA, complete genome",Betacoronavirus 1
KU131570,2016-02-27T00:00:00Z,Betacoronavirus 1,Coronaviridae,30746,complete,"Morfopoulou,S., Brown,J.R., Davies,G.E., Anderson,G., Virasami,A., Qasim,W., Hubank,M., Plagnol,V., Desforges,M., Jacques,T.S., Talbot,P.J., Breuer,J.",,United Kingdom,Homo sapiens,brain,8/20/11,2011-08-20,"Human coronavirus OC43 strain HCoV-OC43/UK/London/2011, complete genome",Betacoronavirus 1
KJ958218,2014-11-19T00:00:00Z,Betacoronavirus 1,Coronaviridae,30714,complete,"Hu,Q., Lu,R., Tan,W.",,China: Beijing,Homo sapiens,,10/3/11,2011-10-03,"Human coronavirus OC43 strain LY341, complete genome",Betacoronavirus 1
KJ958219,2014-11-19T00:00:00Z,Betacoronavirus 1,Coronaviridae,30714,complete,"Hu,Q., Lu,R., Tan,W.",,China: Beijing,Homo sapiens,,10/4/11,2011-10-04,"Human coronavirus OC43 strain LY342, complete genome",Betacoronavirus 1
LC494133,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30954,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2011-11,2011-11-15,"Bovine coronavirus IWT-5 RNA, complete genome",Betacoronavirus 1
LC494135,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30945,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2012-01,2012-01-15,"Bovine coronavirus IWT-7 RNA, complete genome",Betacoronavirus 1
LC494136,2020-02-08T00:00:00Z,Betacoronavirus 1,Coronaviridae,30941,partial,"Suzuki,T., Otake,Y., Uchimoto,S., Hasebe,A., Goto,Y.",,Japan,,,2012-01,2012-01-15,"Bovine coronavirus IWT-8 RNA, complete genome",Betacoronavirus 1
KF923896,2015-02-06T00:00:00Z,Betacoronavirus 1,Coronaviridae,30737,complete,"Zhang,Y., Li,J., Xiao,Y., Zhang,J., Wang,Y., Chen,L., Paranhos-Baccala,G., Ren,L., Wang,J.",25530469,China: Beijing,Homo sapiens,oronasopharynx,2012-02,2012-02-15,"Human coronavirus OC43 isolate 3074A/2012, complete genome",Betacoronavirus 1
KX538964,2017-02-18T00:00:00Z,Betacoronavirus 1,Coronaviridae,30713,complete,"Oong,X.Y., Ng,K.T., Takebe,Y., Ng,L.J., Chan,K.G., Chook,J.B., Kamarulzaman,A., Tee,K.K.",28050020,Malaysia: Kuala Lumpur,Homo sapiens,oronasopharynx,2/22/12,2012-02-22,"Human coronavirus OC43 isolate MY-U002/12, complete genome",Betacoronavirus 1
